message_id,ticket_id,sender_type,message_content,sent_at,message_type
TM00002833,TK0000633,agent,感谢您的耐心等待,2025-05-07 18:53:21,text
TM00002834,TK0000634,user,问题已处理，请确认,2025-11-30 21:43:18,system
TM00002835,TK0000635,agent,感谢您的耐心等待,2025-07-07 04:56:26,system
TM00002836,TK0000636,agent,感谢您的耐心等待,2025-06-03 12:01:12,text
TM00002837,TK0000637,user,请提供相关订单信息,2025-03-20 02:11:58,text
TM00002838,TK0000638,agent,问题已处理，请确认,2025-12-22 17:29:24,text
TM00002839,TK0000639,bot,问题已处理，请确认,2026-03-25 14:40:47,text
TM00002840,TK0000640,user,请提供相关订单信息,2026-03-13 23:55:04,text
TM00002841,TK0000641,user,申请退款或补发,2026-06-22 16:19:18,text
TM00002842,TK0000642,user,问题已处理，请确认,2026-08-19 05:22:11,text
TM00002843,TK0000643,user,已收到您的问题，正在核实,2026-03-31 10:45:38,image
TM00002844,TK0000644,agent,问题已处理，请确认,2025-11-21 10:35:09,text
TM00002845,TK0000645,user,请提供相关订单信息,2026-04-20 11:34:28,text
TM00002846,TK0000646,agent,已收到您的问题，正在核实,2026-04-18 02:57:09,text
TM00002847,TK0000647,user,感谢您的耐心等待,2025-10-01 04:51:24,text
TM00002848,TK0000648,agent,感谢您的耐心等待,2025-04-16 20:46:02,text
TM00002849,TK0000649,agent,申请退款或补发,2026-03-23 14:24:39,text
TM00002850,TK0000650,user,问题已处理，请确认,2026-06-30 16:18:45,text
TM00002851,TK0000651,user,咨询当前处理进度,2025-03-23 04:54:29,text
TM00002852,TK0000652,user,请提供相关订单信息,2026-03-04 12:01:55,text
TM00002853,TK0000653,user,问题已处理，请确认,2025-07-08 11:54:00,text
TM00002854,TK0000654,agent,已收到您的问题，正在核实,2025-06-02 02:54:37,text
TM00002855,TK0000655,agent,请提供相关订单信息,2025-02-07 13:41:58,text
TM00002856,TK0000656,user,请提供相关订单信息,2025-08-25 08:29:51,text
TM00002857,TK0000657,user,请提供相关订单信息,2026-02-22 12:43:54,text
TM00002858,TK0000658,agent,问题已处理，请确认,2025-02-21 14:41:12,text
TM00002859,TK0000659,user,问题已处理，请确认,2025-02-04 16:32:28,system
TM00002860,TK0000660,agent,已收到您的问题，正在核实,2025-05-06 23:42:44,text
TM00002861,TK0000661,agent,问题已处理，请确认,2026-08-06 00:11:36,system
TM00002862,TK0000662,user,已收到您的问题，正在核实,2025-07-29 17:49:54,text
TM00002863,TK0000663,user,咨询当前处理进度,2025-04-19 09:59:25,system
TM00002864,TK0000664,agent,感谢您的耐心等待,2025-06-13 09:02:03,text
TM00002865,TK0000665,agent,申请退款或补发,2025-05-19 20:23:44,text
TM00002866,TK0000666,user,咨询当前处理进度,2025-12-02 04:06:25,text
TM00002867,TK0000667,user,问题已处理，请确认,2025-11-01 16:06:24,image
TM00002868,TK0000668,agent,已收到您的问题，正在核实,2025-08-27 05:32:38,text
TM00002869,TK0000669,user,申请退款或补发,2026-01-09 19:05:19,text
TM00002870,TK0000670,agent,申请退款或补发,2025-06-10 17:13:13,text
TM00002871,TK0000671,agent,咨询当前处理进度,2025-07-21 10:51:01,text
TM00002872,TK0000672,user,感谢您的耐心等待,2026-05-05 08:59:01,text
TM00002873,TK0000673,agent,问题已处理，请确认,2026-01-10 14:12:33,text
TM00002874,TK0000674,agent,申请退款或补发,2025-04-22 08:12:51,text
TM00002875,TK0000675,user,问题已处理，请确认,2025-06-04 10:47:52,text
TM00002876,TK0000676,user,申请退款或补发,2025-12-20 00:12:54,text
TM00002877,TK0000677,user,已收到您的问题，正在核实,2025-05-21 15:45:54,text
TM00002878,TK0000678,user,请提供相关订单信息,2026-02-19 09:20:25,text
TM00002879,TK0000679,bot,咨询当前处理进度,2025-05-30 03:43:17,text
TM00002880,TK0000680,user,问题已处理，请确认,2025-06-22 12:13:47,text
TM00002881,TK0000681,user,已收到您的问题，正在核实,2026-04-29 07:12:16,text
TM00002882,TK0000682,agent,感谢您的耐心等待,2026-01-23 06:51:00,text
TM00002883,TK0000683,bot,咨询当前处理进度,2025-01-18 14:07:05,image
TM00002884,TK0000684,user,申请退款或补发,2025-09-09 17:40:14,text
TM00002885,TK0000685,bot,请提供相关订单信息,2026-06-22 06:56:33,text
TM00002886,TK0000686,agent,已收到您的问题，正在核实,2025-02-12 15:10:21,text
TM00002887,TK0000687,agent,感谢您的耐心等待,2025-03-27 14:05:27,text
TM00002888,TK0000688,agent,已收到您的问题，正在核实,2025-04-26 00:57:01,text
TM00002889,TK0000689,user,咨询当前处理进度,2025-10-04 18:42:46,text
TM00002890,TK0000690,user,申请退款或补发,2025-09-27 12:00:27,system
TM00002891,TK0000691,agent,感谢您的耐心等待,2025-07-27 22:02:20,text
TM00002892,TK0000692,user,已收到您的问题，正在核实,2025-10-17 05:58:47,system
TM00002893,TK0000693,agent,感谢您的耐心等待,2025-09-07 03:28:01,text
TM00002894,TK0000694,bot,问题已处理，请确认,2025-04-11 14:57:09,text
TM00002895,TK0000695,agent,请提供相关订单信息,2026-04-24 15:56:15,text
TM00002896,TK0000696,user,申请退款或补发,2026-02-07 07:35:09,text
TM00002897,TK0000697,bot,咨询当前处理进度,2026-04-28 05:42:35,text
TM00002898,TK0000698,user,咨询当前处理进度,2025-11-23 09:00:32,text
TM00002899,TK0000699,user,已收到您的问题，正在核实,2025-07-31 08:02:20,text
TM00002900,TK0000700,agent,感谢您的耐心等待,2025-02-05 08:47:40,text
TM00002901,TK0000701,user,申请退款或补发,2026-07-29 19:58:42,text
TM00002902,TK0000702,bot,咨询当前处理进度,2025-04-25 16:39:38,text
TM00002903,TK0000703,user,已收到您的问题，正在核实,2026-02-20 22:27:57,text
TM00002904,TK0000704,agent,感谢您的耐心等待,2026-07-21 08:14:26,text
TM00002905,TK0000705,agent,问题已处理，请确认,2025-08-25 19:33:40,text
TM00002906,TK0000706,agent,问题已处理，请确认,2026-08-16 07:26:10,text
TM00002907,TK0000707,bot,问题已处理，请确认,2025-03-06 23:43:20,text
TM00002908,TK0000708,user,已收到您的问题，正在核实,2026-05-01 23:52:02,system
TM00002909,TK0000709,user,感谢您的耐心等待,2025-07-20 09:03:19,text
TM00002910,TK0000710,user,咨询当前处理进度,2025-09-02 11:09:53,text
TM00002911,TK0000711,bot,已收到您的问题，正在核实,2025-11-12 03:21:30,text
TM00002912,TK0000712,bot,申请退款或补发,2025-04-03 21:02:22,text
TM00002913,TK0000713,agent,问题已处理，请确认,2026-04-29 15:57:17,text
TM00002914,TK0000714,agent,感谢您的耐心等待,2025-06-12 19:07:34,text
TM00002915,TK0000715,bot,感谢您的耐心等待,2026-01-07 18:29:00,text
TM00002916,TK0000716,user,咨询当前处理进度,2026-05-29 22:29:42,text
TM00002917,TK0000717,bot,申请退款或补发,2026-01-05 13:10:50,image
TM00002918,TK0000718,agent,咨询当前处理进度,2025-10-13 16:15:04,text
TM00002919,TK0000719,bot,申请退款或补发,2025-12-07 08:38:22,system
TM00002920,TK0000720,agent,咨询当前处理进度,2025-11-10 19:53:24,text
TM00002921,TK0000721,bot,请提供相关订单信息,2026-03-07 16:24:29,text
TM00002922,TK0000722,user,咨询当前处理进度,2026-03-06 06:34:04,image
TM00002923,TK0000723,agent,请提供相关订单信息,2025-06-05 10:32:17,text
TM00002924,TK0000724,agent,申请退款或补发,2025-10-06 06:18:08,text
TM00002925,TK0000725,agent,感谢您的耐心等待,2025-10-02 12:21:42,image
TM00002926,TK0000726,user,问题已处理，请确认,2025-03-23 08:36:21,text
TM00002927,TK0000727,agent,已收到您的问题，正在核实,2026-05-27 04:26:38,text
TM00002928,TK0000728,agent,感谢您的耐心等待,2026-06-24 07:24:18,image
TM00002929,TK0000729,user,咨询当前处理进度,2026-08-07 11:14:18,text
TM00002930,TK0000730,agent,感谢您的耐心等待,2025-09-12 17:50:42,text
TM00002931,TK0000731,agent,已收到您的问题，正在核实,2025-12-05 03:04:35,text
TM00002932,TK0000732,user,咨询当前处理进度,2025-02-18 02:54:26,system
TM00002933,TK0000733,agent,感谢您的耐心等待,2025-06-11 01:07:11,text
TM00002934,TK0000734,agent,申请退款或补发,2025-02-11 01:32:53,text
TM00002935,TK0000735,user,咨询当前处理进度,2026-05-22 13:19:07,text
TM00002936,TK0000736,bot,请提供相关订单信息,2025-10-06 19:05:06,system
TM00002937,TK0000737,user,申请退款或补发,2025-12-16 06:00:02,text
TM00002938,TK0000738,user,问题已处理，请确认,2025-07-11 06:50:24,text
TM00002939,TK0000739,user,感谢您的耐心等待,2026-02-24 00:39:35,image
TM00002940,TK0000740,user,已收到您的问题，正在核实,2025-02-26 19:58:28,text
TM00002941,TK0000741,agent,咨询当前处理进度,2025-09-08 04:39:27,text
TM00002942,TK0000742,user,感谢您的耐心等待,2026-03-15 12:21:01,text
TM00002943,TK0000743,user,问题已处理，请确认,2025-05-24 10:50:27,image
TM00002944,TK0000744,agent,请提供相关订单信息,2025-06-08 22:41:48,text
TM00002945,TK0000745,agent,感谢您的耐心等待,2025-06-28 00:14:55,text
TM00002946,TK0000746,agent,请提供相关订单信息,2026-08-18 08:13:30,text
TM00002947,TK0000747,user,已收到您的问题，正在核实,2025-01-06 04:22:03,text
TM00002948,TK0000748,agent,申请退款或补发,2025-03-15 12:49:32,text
TM00002949,TK0000749,user,问题已处理，请确认,2025-04-20 03:41:29,text
TM00002950,TK0000750,user,申请退款或补发,2025-03-24 23:36:02,text
TM00002951,TK0000751,user,感谢您的耐心等待,2026-04-24 09:18:26,text
TM00002952,TK0000752,agent,申请退款或补发,2026-06-10 10:16:20,text
TM00002953,TK0000753,bot,感谢您的耐心等待,2026-08-18 04:23:55,text
TM00002954,TK0000754,bot,请提供相关订单信息,2026-08-11 04:49:10,text
TM00002955,TK0000755,agent,已收到您的问题，正在核实,2025-01-16 04:02:58,system
TM00002956,TK0000756,user,已收到您的问题，正在核实,2025-12-25 04:40:11,text
TM00002957,TK0000757,bot,请提供相关订单信息,2025-08-27 14:10:28,text
TM00002958,TK0000758,agent,咨询当前处理进度,2025-05-11 01:12:27,text
TM00002959,TK0000759,agent,咨询当前处理进度,2026-03-23 08:49:49,text
TM00002960,TK0000760,user,咨询当前处理进度,2025-11-10 15:50:08,text
TM00002961,TK0000761,agent,请提供相关订单信息,2026-05-26 15:14:00,text
TM00002962,TK0000762,bot,申请退款或补发,2026-07-16 06:19:00,text
TM00002963,TK0000763,user,申请退款或补发,2026-05-27 20:55:03,text
TM00002964,TK0000764,agent,感谢您的耐心等待,2025-05-18 00:27:11,text
TM00002965,TK0000765,agent,已收到您的问题，正在核实,2026-02-08 10:16:08,text
TM00002966,TK0000766,agent,申请退款或补发,2025-01-11 02:05:37,text
TM00002967,TK0000767,user,请提供相关订单信息,2025-05-09 02:17:48,text
TM00002968,TK0000768,user,申请退款或补发,2025-08-26 21:03:11,text
TM00002969,TK0000769,agent,请提供相关订单信息,2025-05-02 13:40:28,text
TM00002970,TK0000770,bot,已收到您的问题，正在核实,2025-08-20 09:22:05,image
TM00002971,TK0000771,user,已收到您的问题，正在核实,2025-08-07 10:36:47,system
TM00002972,TK0000772,user,申请退款或补发,2025-03-11 15:57:25,text
TM00002973,TK0000773,agent,感谢您的耐心等待,2026-04-18 04:18:26,text
TM00002974,TK0000774,bot,请提供相关订单信息,2026-07-19 16:50:10,text
TM00002975,TK0000775,agent,咨询当前处理进度,2025-06-26 07:18:11,text
TM00002976,TK0000776,agent,咨询当前处理进度,2025-11-21 08:38:32,text
TM00002977,TK0000777,user,咨询当前处理进度,2026-04-30 15:45:47,text
TM00002978,TK0000778,agent,感谢您的耐心等待,2026-06-30 16:35:33,text
TM00002979,TK0000779,user,咨询当前处理进度,2025-12-15 18:28:00,image
TM00002980,TK0000780,agent,咨询当前处理进度,2025-10-13 02:09:05,text
TM00002981,TK0000781,agent,咨询当前处理进度,2026-01-06 20:06:11,text
TM00002982,TK0000782,agent,请提供相关订单信息,2025-03-06 21:55:24,text
TM00002983,TK0000783,agent,问题已处理，请确认,2025-09-01 18:49:34,text
TM00002984,TK0000784,user,问题已处理，请确认,2026-07-04 22:50:51,image
TM00002985,TK0000785,agent,请提供相关订单信息,2025-02-26 20:34:01,text
TM00002986,TK0000786,bot,申请退款或补发,2026-05-27 20:44:47,text
TM00002987,TK0000787,agent,感谢您的耐心等待,2025-03-31 16:09:10,image
TM00002988,TK0000788,agent,咨询当前处理进度,2025-12-09 06:36:03,image
TM00002989,TK0000789,agent,申请退款或补发,2025-03-09 07:30:57,text
TM00002990,TK0000790,user,问题已处理，请确认,2026-01-26 20:56:38,image
TM00002991,TK0000791,agent,已收到您的问题，正在核实,2025-08-19 19:03:48,text
TM00002992,TK0000792,user,感谢您的耐心等待,2025-07-11 09:06:49,text
TM00002993,TK0000793,user,问题已处理，请确认,2026-07-10 11:41:00,text
TM00002994,TK0000794,user,申请退款或补发,2025-06-21 00:28:28,text
TM00002995,TK0000795,agent,申请退款或补发,2026-08-17 12:46:57,text
TM00002996,TK0000796,user,问题已处理，请确认,2025-06-26 08:54:47,text
TM00002997,TK0000797,agent,请提供相关订单信息,2025-08-22 17:49:11,text
TM00002998,TK0000798,agent,感谢您的耐心等待,2026-04-12 23:52:43,text
TM00002999,TK0000799,user,申请退款或补发,2026-01-26 20:41:31,text
TM00003000,TK0000800,agent,咨询当前处理进度,2026-04-03 08:22:51,text
TM00003001,TK0000801,agent,请提供相关订单信息,2025-04-16 01:11:48,text
TM00003002,TK0000802,user,申请退款或补发,2025-10-13 10:47:55,text
TM00003003,TK0000803,agent,请提供相关订单信息,2026-06-08 23:36:31,text
TM00003004,TK0000804,agent,问题已处理，请确认,2026-08-25 10:25:23,text
TM00003005,TK0000805,agent,咨询当前处理进度,2025-08-25 12:46:02,text
TM00003006,TK0000806,user,咨询当前处理进度,2026-02-14 10:06:05,image
TM00003007,TK0000807,bot,问题已处理，请确认,2025-07-05 04:36:34,image
TM00003008,TK0000808,user,问题已处理，请确认,2025-04-30 21:02:56,text
TM00003009,TK0000809,user,问题已处理，请确认,2026-07-01 10:19:22,text
TM00003010,TK0000810,user,问题已处理，请确认,2026-07-10 10:00:51,text
TM00003011,TK0000811,agent,申请退款或补发,2025-12-03 17:18:06,text
TM00003012,TK0000812,agent,咨询当前处理进度,2026-05-27 23:38:25,text
TM00003013,TK0000813,user,感谢您的耐心等待,2026-06-06 07:37:41,text
TM00003014,TK0000814,agent,申请退款或补发,2025-09-05 09:34:32,text
TM00003015,TK0000815,user,问题已处理，请确认,2025-04-05 22:30:47,text
TM00003016,TK0000816,agent,请提供相关订单信息,2026-06-08 18:46:33,text
TM00003017,TK0000817,bot,问题已处理，请确认,2025-10-02 08:19:03,text
TM00003018,TK0000818,user,申请退款或补发,2025-03-30 06:36:25,text
TM00003019,TK0000819,user,咨询当前处理进度,2026-01-10 22:35:03,text
TM00003020,TK0000820,bot,问题已处理，请确认,2026-04-25 23:06:45,text
TM00003021,TK0000821,user,已收到您的问题，正在核实,2026-06-30 11:15:12,text
TM00003022,TK0000822,agent,问题已处理，请确认,2025-10-02 13:49:40,text
TM00003023,TK0000823,agent,请提供相关订单信息,2025-01-15 04:40:18,text
TM00003024,TK0000824,user,请提供相关订单信息,2025-03-19 02:33:25,text
TM00003025,TK0000825,bot,问题已处理，请确认,2026-05-29 06:31:54,text
TM00003026,TK0000826,agent,问题已处理，请确认,2025-03-08 20:09:02,text
TM00003027,TK0000827,agent,咨询当前处理进度,2025-11-24 02:28:32,text
TM00003028,TK0000828,user,已收到您的问题，正在核实,2025-08-05 18:34:51,text
TM00003029,TK0000829,agent,请提供相关订单信息,2025-11-30 10:17:15,text
TM00003030,TK0000830,agent,问题已处理，请确认,2025-03-07 21:38:44,text
TM00003031,TK0000831,agent,申请退款或补发,2026-02-14 05:19:42,text
TM00003032,TK0000832,bot,申请退款或补发,2026-05-04 21:18:43,text
TM00003033,TK0000833,bot,申请退款或补发,2025-06-13 11:50:45,text
TM00003034,TK0000834,user,请提供相关订单信息,2026-04-06 01:09:57,text
TM00003035,TK0000835,user,咨询当前处理进度,2025-04-26 21:55:50,text
TM00003036,TK0000836,user,请提供相关订单信息,2025-04-05 18:26:09,text
TM00003037,TK0000837,agent,申请退款或补发,2025-08-18 03:57:07,text
TM00003038,TK0000838,user,咨询当前处理进度,2026-06-26 12:01:53,image
TM00003039,TK0000839,user,咨询当前处理进度,2025-06-24 01:42:06,text
TM00003040,TK0000840,user,咨询当前处理进度,2025-10-27 10:48:00,text
TM00003041,TK0000841,user,咨询当前处理进度,2025-12-12 23:35:02,text
TM00003042,TK0000842,agent,已收到您的问题，正在核实,2025-04-22 14:04:58,text
TM00003043,TK0000843,user,咨询当前处理进度,2025-04-27 21:56:46,text
TM00003044,TK0000844,agent,感谢您的耐心等待,2026-06-10 16:36:09,text
TM00003045,TK0000845,agent,请提供相关订单信息,2025-04-10 00:20:18,text
TM00003046,TK0000846,agent,请提供相关订单信息,2025-03-12 02:37:19,image
TM00003047,TK0000847,agent,感谢您的耐心等待,2025-06-16 16:33:10,text
TM00003048,TK0000848,user,咨询当前处理进度,2025-12-28 15:48:22,text
TM00003049,TK0000849,bot,已收到您的问题，正在核实,2025-11-28 14:10:08,text
TM00003050,TK0000850,user,问题已处理，请确认,2025-02-07 05:40:02,system
TM00003051,TK0000851,bot,已收到您的问题，正在核实,2025-10-21 22:25:09,text
TM00003052,TK0000852,bot,感谢您的耐心等待,2025-03-10 05:03:41,text
TM00003053,TK0000853,agent,咨询当前处理进度,2025-06-08 13:13:11,text
TM00003054,TK0000854,user,申请退款或补发,2026-04-09 21:07:05,text
TM00003055,TK0000855,agent,申请退款或补发,2026-07-27 07:35:00,text
TM00003056,TK0000856,agent,感谢您的耐心等待,2025-10-06 04:42:39,text
TM00003057,TK0000857,user,问题已处理，请确认,2025-12-24 18:59:06,text
TM00003058,TK0000858,agent,申请退款或补发,2025-05-24 18:15:05,text
TM00003059,TK0000859,user,感谢您的耐心等待,2025-11-04 18:14:13,image
TM00003060,TK0000860,user,问题已处理，请确认,2025-04-22 01:25:20,image
TM00003061,TK0000861,agent,请提供相关订单信息,2025-09-02 11:37:07,text
TM00003062,TK0000862,bot,问题已处理，请确认,2026-04-12 12:27:20,text
TM00003063,TK0000863,agent,咨询当前处理进度,2025-06-19 15:29:33,text
TM00003064,TK0000864,user,问题已处理，请确认,2025-01-26 16:01:37,text
TM00003065,TK0000865,agent,请提供相关订单信息,2026-01-28 16:31:57,text
TM00003066,TK0000866,user,咨询当前处理进度,2025-03-18 06:59:12,text
TM00003067,TK0000867,user,咨询当前处理进度,2025-12-30 07:18:57,text
TM00003068,TK0000868,agent,请提供相关订单信息,2026-04-08 07:43:33,text
TM00003069,TK0000869,user,申请退款或补发,2026-08-18 19:13:58,text
TM00003070,TK0000870,bot,感谢您的耐心等待,2026-02-09 05:30:48,text
TM00003071,TK0000871,bot,咨询当前处理进度,2025-06-04 01:01:58,text
TM00003072,TK0000872,agent,请提供相关订单信息,2026-03-23 19:50:26,text
TM00003073,TK0000873,bot,请提供相关订单信息,2026-03-18 10:16:11,text
TM00003074,TK0000874,agent,感谢您的耐心等待,2025-08-29 12:16:23,text
TM00003075,TK0000875,bot,申请退款或补发,2025-07-26 13:53:22,system
TM00003076,TK0000876,user,问题已处理，请确认,2026-04-08 19:09:49,text
TM00003077,TK0000877,agent,申请退款或补发,2025-09-27 13:31:04,text
TM00003078,TK0000878,agent,申请退款或补发,2025-11-14 16:00:35,text
TM00003079,TK0000879,agent,问题已处理，请确认,2025-06-28 10:23:42,text
TM00003080,TK0000880,user,已收到您的问题，正在核实,2025-07-06 04:30:55,text
TM00003081,TK0000881,user,已收到您的问题，正在核实,2026-01-28 13:16:48,text
TM00003082,TK0000882,agent,问题已处理，请确认,2025-11-30 19:17:33,text
TM00003083,TK0000883,user,申请退款或补发,2025-06-28 22:46:46,system
TM00003084,TK0000884,agent,感谢您的耐心等待,2026-08-18 06:01:51,system
TM00003085,TK0000885,user,请提供相关订单信息,2025-08-27 00:18:14,text
TM00003086,TK0000886,bot,请提供相关订单信息,2025-03-16 20:02:54,text
TM00003087,TK0000887,user,申请退款或补发,2025-03-02 23:07:45,text
TM00003088,TK0000888,agent,感谢您的耐心等待,2025-04-20 04:08:37,text
TM00003089,TK0000889,bot,咨询当前处理进度,2026-07-19 17:57:33,text
TM00003090,TK0000890,bot,感谢您的耐心等待,2025-11-30 07:26:50,text
TM00003091,TK0000891,agent,请提供相关订单信息,2025-06-24 13:49:08,text
TM00003092,TK0000892,agent,咨询当前处理进度,2025-11-20 10:41:31,text
TM00003093,TK0000893,agent,感谢您的耐心等待,2025-12-03 22:59:56,text
TM00003094,TK0000894,agent,已收到您的问题，正在核实,2025-03-28 00:45:07,text
TM00003095,TK0000895,user,已收到您的问题，正在核实,2026-07-20 21:38:48,text
TM00003096,TK0000896,agent,请提供相关订单信息,2026-04-04 20:36:35,text
TM00003097,TK0000897,agent,感谢您的耐心等待,2025-10-09 12:20:32,text
TM00003098,TK0000898,agent,请提供相关订单信息,2025-04-29 05:44:41,image
TM00003099,TK0000899,agent,问题已处理，请确认,2025-07-08 04:15:29,text
TM00003100,TK0000900,agent,感谢您的耐心等待,2025-12-07 22:36:14,text
TM00003101,TK0000901,user,申请退款或补发,2026-04-21 22:17:21,text
TM00003102,TK0000902,agent,请提供相关订单信息,2025-04-11 13:12:06,image
TM00003103,TK0000903,agent,咨询当前处理进度,2025-03-08 23:29:07,text
TM00003104,TK0000904,user,感谢您的耐心等待,2025-02-25 07:16:45,text
TM00003105,TK0000905,user,咨询当前处理进度,2025-03-27 17:23:23,text
TM00003106,TK0000906,user,感谢您的耐心等待,2025-08-27 09:02:37,text
TM00003107,TK0000907,bot,问题已处理，请确认,2026-03-10 09:09:28,text
TM00003108,TK0000908,agent,问题已处理，请确认,2026-02-09 19:25:04,text
TM00003109,TK0000909,bot,已收到您的问题，正在核实,2025-10-19 22:37:13,text
TM00003110,TK0000910,agent,感谢您的耐心等待,2025-07-28 08:22:18,text
TM00003111,TK0000911,agent,问题已处理，请确认,2026-02-10 15:26:38,text
TM00003112,TK0000912,user,申请退款或补发,2025-06-28 23:56:46,text
TM00003113,TK0000913,agent,已收到您的问题，正在核实,2025-03-18 11:05:41,text
TM00003114,TK0000914,agent,已收到您的问题，正在核实,2025-04-04 01:39:32,text
TM00003115,TK0000915,user,感谢您的耐心等待,2025-04-09 18:40:11,text
TM00003116,TK0000916,agent,咨询当前处理进度,2026-01-21 01:13:15,text
TM00003117,TK0000917,user,申请退款或补发,2026-03-07 10:43:31,text
TM00003118,TK0000918,agent,咨询当前处理进度,2025-09-29 19:42:16,text
TM00003119,TK0000919,user,请提供相关订单信息,2025-09-04 10:18:44,image
TM00003120,TK0000920,agent,已收到您的问题，正在核实,2025-03-29 15:48:16,text
TM00003121,TK0000921,agent,感谢您的耐心等待,2025-10-08 08:39:15,image
TM00003122,TK0000922,bot,请提供相关订单信息,2026-06-01 05:49:11,text
TM00003123,TK0000923,user,咨询当前处理进度,2025-06-10 18:10:49,text
TM00003124,TK0000924,user,申请退款或补发,2025-07-14 23:45:29,text
TM00003125,TK0000925,user,感谢您的耐心等待,2025-01-10 11:25:31,text
TM00003126,TK0000926,user,感谢您的耐心等待,2025-02-04 08:06:37,text
TM00003127,TK0000927,agent,请提供相关订单信息,2025-08-25 22:54:42,text
TM00003128,TK0000928,agent,问题已处理，请确认,2025-08-02 22:03:59,text
TM00003129,TK0000929,user,已收到您的问题，正在核实,2026-02-27 04:04:33,text
TM00003130,TK0000930,user,问题已处理，请确认,2025-01-02 20:36:26,text
TM00003131,TK0000931,user,请提供相关订单信息,2026-06-03 02:33:07,text
TM00003132,TK0000932,agent,申请退款或补发,2025-10-28 10:16:51,text
TM00003133,TK0000933,user,咨询当前处理进度,2025-01-22 08:06:32,text
TM00003134,TK0000934,user,已收到您的问题，正在核实,2026-04-16 14:03:22,text
TM00003135,TK0000935,user,已收到您的问题，正在核实,2026-02-18 09:33:02,text
TM00003136,TK0000936,agent,申请退款或补发,2025-08-12 02:54:20,text
TM00003137,TK0000937,agent,申请退款或补发,2025-09-11 11:28:32,text
TM00003138,TK0000938,bot,感谢您的耐心等待,2025-12-10 16:00:18,text
TM00003139,TK0000939,agent,感谢您的耐心等待,2026-01-01 06:30:53,text
TM00003140,TK0000940,agent,感谢您的耐心等待,2025-12-19 11:04:43,text
TM00003141,TK0000941,agent,问题已处理，请确认,2025-04-03 15:27:50,text
TM00003142,TK0000942,bot,咨询当前处理进度,2025-10-25 17:21:23,text
TM00003143,TK0000943,user,申请退款或补发,2026-01-03 19:34:24,text
TM00003144,TK0000944,agent,请提供相关订单信息,2026-01-27 21:43:06,text
TM00003145,TK0000945,user,申请退款或补发,2026-02-19 17:41:15,text
TM00003146,TK0000946,user,请提供相关订单信息,2025-02-20 00:49:57,text
TM00003147,TK0000947,agent,感谢您的耐心等待,2026-08-15 02:24:19,text
TM00003148,TK0000948,user,请提供相关订单信息,2025-05-30 02:24:44,text
TM00003149,TK0000949,user,请提供相关订单信息,2025-12-16 04:34:42,text
TM00003150,TK0000950,agent,感谢您的耐心等待,2025-04-29 00:56:50,text
TM00003151,TK0000951,user,咨询当前处理进度,2025-06-24 15:02:49,text
TM00003152,TK0000952,agent,申请退款或补发,2026-03-16 20:16:12,text
TM00003153,TK0000953,user,感谢您的耐心等待,2025-11-18 13:21:51,text
TM00003154,TK0000954,agent,申请退款或补发,2025-11-14 23:41:08,text
TM00003155,TK0000955,agent,问题已处理，请确认,2025-10-10 08:09:47,text
TM00003156,TK0000956,bot,已收到您的问题，正在核实,2025-03-10 20:18:45,text
TM00003157,TK0000957,user,问题已处理，请确认,2026-05-05 20:09:45,system
TM00003158,TK0000958,user,申请退款或补发,2025-04-25 17:22:58,text
TM00003159,TK0000959,user,感谢您的耐心等待,2026-07-06 06:14:59,text
TM00003160,TK0000960,agent,咨询当前处理进度,2026-02-23 04:03:31,text
TM00003161,TK0000961,agent,请提供相关订单信息,2026-05-02 10:10:54,text
TM00003162,TK0000962,agent,申请退款或补发,2026-08-01 15:23:52,system
TM00003163,TK0000963,agent,感谢您的耐心等待,2025-05-17 05:20:45,text
TM00003164,TK0000964,agent,请提供相关订单信息,2025-07-03 09:21:55,text
TM00003165,TK0000965,agent,请提供相关订单信息,2025-07-06 17:11:12,text
TM00003166,TK0000966,bot,请提供相关订单信息,2025-01-16 19:27:52,text
TM00003167,TK0000967,agent,问题已处理，请确认,2026-06-24 01:40:15,text
TM00003168,TK0000968,user,咨询当前处理进度,2025-03-01 04:48:41,text
TM00003169,TK0000969,user,感谢您的耐心等待,2025-06-12 14:39:22,text
TM00003170,TK0000970,agent,已收到您的问题，正在核实,2025-04-24 00:34:02,text
TM00003171,TK0000971,user,请提供相关订单信息,2026-05-23 00:09:40,text
TM00003172,TK0000972,user,申请退款或补发,2026-02-10 09:08:18,system
TM00003173,TK0000973,agent,已收到您的问题，正在核实,2026-08-16 20:14:24,text
TM00003174,TK0000974,user,问题已处理，请确认,2025-07-12 18:09:03,text
TM00003175,TK0000975,agent,已收到您的问题，正在核实,2026-03-29 02:49:43,text
TM00003176,TK0000976,agent,咨询当前处理进度,2026-04-07 23:58:09,text
TM00003177,TK0000977,agent,申请退款或补发,2025-08-01 15:34:28,text
TM00003178,TK0000978,user,请提供相关订单信息,2025-05-24 10:07:08,text
TM00003179,TK0000979,agent,咨询当前处理进度,2025-05-26 23:02:08,text
TM00003180,TK0000980,user,已收到您的问题，正在核实,2026-08-07 08:22:36,text
TM00003181,TK0000981,agent,请提供相关订单信息,2025-11-20 04:09:53,system
TM00003182,TK0000982,user,请提供相关订单信息,2025-07-24 08:02:44,text
